0,1,2,cardio
1.0115968,-0.23269175,-1.4538363,0
-0.68748045,-0.7361595,0.68945867,1
0.4908644,-1.6789739,-1.1720662,1
0.4557762,-0.151805,-0.7898382,1
0.9785186,0.31613606,-1.1676679,0
1.2687168,-0.827559,0.622784,0
0.59533024,-0.35901758,0.84402025,0
1.7267644,-0.31489953,2.700719,1
-0.6107485,0.6398185,-0.13694191,0
0.21153286,-0.5065864,0.38788146,0
-0.44869277,-1.4888697,-0.043235898,0
0.3717592,-0.37152833,-0.6841069,0
1.4538707,-1.450491,-0.0959208,0
1.6022745,0.044669926,0.5715473,0
1.7821759,-0.84733486,0.61194575,0
-0.4879953,0.67793334,-1.0866617,1
-1.7167685,1.4277177,1.460077,0
-0.11870903,0.47079238,-1.2176715,0
-0.36252126,-0.8882629,-0.15542924,0
0.045813154,0.70422494,-0.6075148,0
0.25959313,0.5559468,1.2230079,0
0.10312133,0.63031995,1.2140487,0
1.1884613,0.04817897,-0.5726554,1
0.08304514,-1.4341218,-0.31745678,0
-1.1363542,-0.34332785,0.9085279,1
-1.1268103,-1.5535977,2.6299286,0
0.6956974,-1.7251215,-1.0794582,0
1.4351075,1.7095623,-0.46605182,0
0.055698562,1.246207,-0.497981,0
0.3157725,-0.3940674,-0.88532263,0
-0.25696322,-0.7691792,-1.6932454,1
0.6091957,0.32186458,-0.44353917,1
-0.29659623,0.3750506,-0.91450995,0
1.2476761,-0.70607364,0.7114168,1
0.07770112,0.90757984,-0.7582817,1
-1.5369167,0.13034387,-1.4634458,0
-0.6296337,-1.5584695,1.4645814,0
1.0238022,-0.019917417,0.20679498,0
-2.1860323,1.4591866,1.4588188,1
0.3893217,1.3944526,-0.7677529,1
0.69661283,0.0817944,-0.85692,0
0.20459217,0.32575503,-1.2610061,1
-0.48647305,-0.33549988,-0.32049552,1
-0.38000765,-0.18191923,-0.4262413,1
0.9842853,-1.01987,-1.1872728,1
1.47844,-1.221389,0.5510636,1
-0.41073686,-1.4155302,-0.99244905,1
-1.6952536,-0.72807145,1.0487759,0
-1.6869956,1.3432064,0.63551927,0
1.0027227,1.9574368,-0.97870326,0
-0.5985766,-2.001354,-0.70300674,0
1.0122304,0.044467203,-0.5039236,1
-1.0390093,1.1539946,-1.1370506,1
-0.29280353,1.1427588,0.08142871,1
1.9789528,-1.7600746,-0.9460391,1
0.46515062,0.07173716,0.033510864,0
0.8075842,0.2563531,-1.0771894,0
0.7272918,1.0805817,-0.9185951,1
0.6514151,1.5703557,-0.71147555,1
0.64930004,-1.6483352,-0.48147893,1
-0.22362897,1.7016773,-0.40663087,0
0.9770153,-0.07506825,-1.2060633,1
-0.5688986,0.87407625,-0.7594336,0
0.6238746,0.15750775,1.6045043,0
0.6345332,0.17948005,-1.1062946,1
0.40014213,0.355634,-0.5639236,1
0.5871027,0.8005932,1.0030445,0
-0.4116958,1.7255262,0.7159758,1
-0.89769214,0.5962092,-0.9371841,1
-0.19139849,-0.47935006,0.04624611,1
1.0038966,1.4101112,-0.8892779,1
-0.39974526,1.8312653,0.36833137,1
-0.09748526,1.4906487,-0.93519145,0
0.12695616,-1.1130738,0.87326956,1
0.51845026,-1.32563,-0.42562193,0
0.13650034,0.52550226,0.21846169,1
2.1532311,-0.2839721,0.9291952,1
0.68728125,0.43881157,-0.8420727,1
0.7245943,-0.7799471,-0.25820425,1
-0.36969405,0.99770325,-0.44792485,1
-0.6418589,0.40746233,1.7346495,0
1.8292665,0.89140105,0.49774426,0
0.8066873,-0.22746094,1.18648,1
-1.3953346,-0.53284997,0.5363741,1
-0.91919583,0.42881778,-0.43977934,1
1.2386084,-0.35496256,1.8630259,0
-0.52395785,0.8901459,0.8886062,1
-0.36799532,-1.2697663,1.0192666,1
-0.3731774,-0.7190077,-0.7508466,1
-0.10878709,0.072840296,-0.7739146,0
-2.2165973,0.115192756,-0.8979744,0
0.19657654,-0.9504249,0.8329157,1
0.72906566,-1.1950815,-0.5320146,1
-0.23419136,-1.5926013,-1.1670592,0
0.7335216,-0.09521633,-1.079287,0
1.9950577,0.96982855,1.1661825,0
-0.66202545,-0.490462,-0.06879848,0
0.6959663,-1.4595561,-2.4453752,1
1.8917644,0.35572937,-0.70459294,1
-1.3058026,0.00728932,0.58021843,1
0.45109794,-0.76509595,-0.18374056,0
-0.581335,-1.1189325,1.1223437,0
1.108583,0.35788083,1.2790856,0
0.4775017,-1.2541198,1.3327333,0
-1.4017491,0.77391374,2.309787,1
1.6412013,1.7066364,-0.6732018,1
-1.6561575,-1.791436,-0.2245588,1
-0.68321025,0.87273896,0.92252237,1
-1.2510264,0.90794015,0.08948195,1
1.5159923,0.3995699,1.5879574,1
-1.0834371,-0.38746038,0.5295518,1
0.83143055,1.4868224,0.5554048,1
1.2656949,0.018454935,-0.38805956,0
0.6757656,0.5991968,0.9194106,1
-0.033587232,-0.96958494,-1.6500239,0
-0.33523938,1.4592144,-0.7766551,1
-0.055207014,0.14860114,1.7799883,0
0.03260748,0.73602164,1.330591,1
0.93400514,1.713619,-0.8286657,0
-0.22738366,-0.056139678,-0.4223743,0
-1.4333375,-0.59586656,-0.8534129,1
-1.4208626,-0.21815608,0.37943012,1
-0.9299521,-0.6533072,0.096477866,1
0.9229434,-0.14593077,-0.09066963,0
0.7866979,1.1094625,1.356777,1
0.2630987,0.12894607,1.1633303,0
-0.74878925,0.09113677,-0.72419053,0
0.69715995,0.26617602,-0.3329109,1
-0.027844364,-1.4036553,-0.5192586,1
0.00814645,-0.093536444,-0.28034133,1
0.33089203,0.009151131,0.437356,1
-0.44912535,-0.18780269,-0.71641207,0
0.5394051,0.4436662,-0.2940819,0
0.5639703,-0.22064945,1.057859,0
0.8018356,0.6567452,-0.3187596,1
1.7601975,0.6688277,-0.400398,1
0.032882474,1.218906,1.0001827,0
-0.775088,-0.43979326,0.037443697,0
-0.24048528,-0.50862944,-0.81697524,0
-0.6191457,0.7578357,-0.2884101,0
-2.3953476,-0.5932767,-1.018774,0
-0.4930316,-1.0596712,-0.8861995,1
0.38596746,1.1901803,-0.61965084,1
-0.45679268,0.9437083,0.050664485,1
-0.8067827,-1.5893362,1.0523403,1
0.47728747,-1.3660113,0.9041109,0
0.056894425,-0.36150452,-1.1635392,0
-0.846377,0.768313,-1.6614218,1
-1.2522266,0.4528503,-0.82069415,0
-1.8586985,-0.7527082,0.7432221,0
-1.003073,0.51981705,0.011678994,1
0.43753856,0.27720833,-0.27964234,1
1.3337674,0.9978219,1.2743175,0
-0.06517014,-0.20430224,-1.3101397,1
0.049177885,-0.70292175,0.4067372,1
-2.33442,-0.070207685,0.21232498,1
1.1132232,1.2016852,0.07405883,1
-1.068533,0.9139675,0.9383154,0
-0.8266508,0.57891095,0.90370417,1
0.107249215,-0.434717,-0.36437383,1
1.2468768,-1.0149839,1.1306998,0
-0.8408716,0.45412144,-1.031777,0
-0.90826076,0.60832727,1.2716588,0
0.8414422,0.66799915,-0.2624972,0
1.2872808,-0.15199254,-1.1602622,0
-0.49237606,0.7405049,1.167619,1
0.6759657,0.0008358881,2.0200136,1
-0.57096744,1.3353416,2.8972394,0
-0.51635903,0.70910615,-1.0137553,1
-0.19986303,0.5640536,-1.3074846,1
0.036915876,1.1551235,-0.20997238,1
-0.2933768,0.5287736,0.32530487,1
1.5294664,-0.6988584,0.5633582,1
1.8023994,1.5967371,-0.82603467,0
0.8899594,-0.22527134,-0.8591086,1
0.34285286,-1.6132681,-0.0868997,0
-0.5573849,-0.2896314,-0.62072104,0
-0.61773735,0.4001752,1.4853625,0
-0.962681,-0.17765012,0.97908926,0
1.0943558,0.09085003,-0.7315553,1
-0.5180056,0.1293191,1.4716897,0
0.56415385,1.2720945,0.06549537,1
-0.20720084,1.6052144,-1.828465,1
0.2427317,-1.3397663,-1.2211261,0
-0.3259822,1.4363215,0.8016634,1
0.038991094,-1.2105181,1.3071752,0
0.6592851,-1.576787,-0.20759204,0
-0.8487242,-1.729104,-0.065959394,1
-0.13634844,1.2016126,1.2865523,0
-0.96346104,-2.0131893,2.9516277,0
1.1550134,0.7008244,-0.55857223,0
-0.64825636,0.32259563,-0.059727907,0
-0.76649207,0.6849251,1.2112778,1
1.2060375,-0.9690638,0.7294652,0
1.0410266,0.09677428,0.85687965,1
