0,1,2,cardio
-0.7365382,-0.16957569,0.09441254,0
1.2872213,0.35414276,-0.5061491,1
-0.6501258,0.9807973,0.98892885,1
-1.9762143,0.51037216,-0.7910896,1
-1.0077696,-1.1888088,-0.3480002,0
-0.01742912,1.8277081,-1.4016097,0
-2.3087811,0.49892226,-0.09544497,0
-1.9997218,0.4583933,1.0634949,1
1.4564874,1.2448565,0.89628637,0
0.70567805,1.1751002,-1.0298811,0
2.0381136,-0.57535815,0.46717015,0
-0.3210943,-0.5002219,0.38008094,0
0.17339794,-1.4577649,-0.6701341,0
0.017898574,-1.9122391,-1.0435393,0
-1.877915,0.20813029,-0.12876415,0
-0.28512207,-0.6053858,-0.3107202,1
-1.9620577,-0.5073697,-1.83881,0
0.9688589,1.483149,-1.3659619,0
1.4000554,1.0418943,-1.1708443,0
0.98075676,-1.1602985,0.7770825,0
0.7508886,-0.24678098,-1.7404364,0
-0.26523998,0.00871736,-0.18067399,0
0.8282286,1.1367389,-0.6430604,1
1.1834693,-0.5907928,-1.0839473,0
-0.6556708,-0.09244407,0.47533935,1
0.63951033,-1.2836795,0.16560799,0
0.6490165,-0.010669034,-1.3900957,0
-1.2431605,1.5986688,-2.1704018,0
-0.026543075,-0.8507358,1.4084876,0
1.437362,0.11695689,-0.54639506,0
-0.61620265,0.288812,0.82352334,1
0.32464406,-2.3627403,0.25175872,1
-1.5128919,0.6188035,-0.10620698,0
1.1037031,0.05176511,0.2345815,1
0.2638608,-0.02413027,-0.16852081,1
1.4002331,-1.3137531,-1.1909505,0
-0.4414448,1.8054231,1.7967193,0
0.3055795,-0.04022449,-0.35426286,0
0.8432253,-0.110138014,-1.7724142,1
0.0251981,2.5476542,0.030523375,1
-0.72015584,1.217465,-0.1643102,0
0.71737343,-0.87015545,0.8933788,1
1.6080353,-2.2857568,-1.4065793,1
-0.17679946,0.18855959,1.0131038,1
-1.5222727,-1.6785653,-0.4134825,1
-1.0920978,1.8375311,1.0322324,1
-2.51399,-1.2047464,-0.80188364,1
0.3490441,0.6504329,0.71087337,0
-0.1679113,-0.048553526,-0.86525816,0
-0.64351314,0.17070994,0.7930413,0
0.75269467,0.43905428,-1.2197031,0
1.1681526,-0.338452,-0.24798307,1
1.6629527,-1.6409853,0.80864626,1
-1.037604,0.0607071,-0.026597543,1
0.089789756,-1.0850381,0.36331525,1
-1.8620087,1.6529342,-0.5830452,0
0.48596188,1.335984,-0.61696076,0
-0.3949855,-0.5717749,0.8306983,1
1.5485736,-0.2807435,0.008970332,1
0.9350569,-0.017648272,-0.4383343,1
-1.3050052,-0.57825184,-1.1464126,0
-0.99020356,0.6501106,-1.3638222,1
1.2585057,2.585718,-0.0818529,0
0.56936806,-2.0312033,-0.13256304,0
0.2159608,-0.3427176,1.2041309,1
-0.672868,0.7553669,0.38846937,1
-0.720912,1.5642893,-0.5866955,0
-1.1731696,0.66131026,-0.28673688,1
-0.19575588,-0.69401145,0.568835,1
0.5051534,-1.0516347,-0.07232285,1
-0.09678389,0.6317415,-1.3941529,1
-0.18624653,-1.8603317,0.02106795,1
-0.64371043,-0.09104974,1.1035806,0
1.1643883,-0.5829002,0.31935722,1
-0.75524074,0.22547579,2.8651521,0
0.0072671324,-1.6438435,-1.3752435,1
0.31544614,-1.1338834,-1.3055657,1
0.40878487,0.21923067,0.12263764,1
0.72877836,0.45030951,0.0361973,1
0.64525175,-0.032996684,1.5865499,1
0.19871753,-2.5892231,-0.57213527,0
0.9729319,-0.9050657,0.6601052,0
1.3594078,1.5955261,-0.1267666,1
0.06251523,0.9296709,-0.04641969,1
-0.41761538,2.0306168,-2.069434,1
0.82048887,-0.58431584,-0.46924037,0
-1.0149587,0.13717103,0.30309844,1
1.1145644,-0.06579715,-0.6331292,1
1.3409241,0.19845064,-0.1231701,1
0.83849,-2.1137319,-0.8686065,0
-0.0789115,-0.11366871,1.5922002,0
0.5810526,0.76254225,-1.49168,1
-0.04851201,-1.6785563,0.09833792,1
-0.13086206,-1.3755013,-0.42572513,0
-0.5360447,-1.5816807,0.42375413,0
0.77291274,0.66902626,0.023810467,0
-0.005161751,-0.9061793,-0.03794743,0
0.31040502,-0.48358473,0.92945945,1
-0.76790446,-0.5478629,-0.7572361,1
-1.8152868,-0.7716568,-1.720995,1
-1.6161594,-0.4751856,-2.3711174,0
-0.7641192,0.27473006,0.63588643,0
-0.9175594,-1.371522,-0.76179516,0
-1.2444946,0.6875777,-0.20493837,0
-0.20125861,0.095330454,1.9069604,1
-0.9305147,-0.098390035,-0.62232983,1
0.9035649,-1.7900388,1.8657331,1
