0,1,2,class_binary
-0.69497204,0.55967647,0.07900531,1
0.24833155,-0.95305264,0.31130284,0
-0.85692245,-0.5215818,-0.29797655,1
1.098548,0.3091075,-0.85269576,0
0.022833437,-0.34982336,-0.8449129,1
-1.52112,-2.0012813,-1.0067694,0
-0.055824757,0.0997529,-0.08377519,1
-0.1747503,-1.1028895,-0.76877266,0
0.35193044,-1.4088826,-0.45870596,1
-2.433682,0.77793854,0.3181708,1
-1.1754305,1.276479,0.43536636,0
-1.1890643,0.92786425,0.93448126,1
1.594555,1.4687294,-2.4212568,0
-0.52628934,-2.168301,-0.1525865,1
1.8618238,0.27721077,-1.0720863,1
-0.19328432,-1.7749019,-0.052411556,1
0.0075981617,-0.6929706,-1.2966971,1
0.055719793,-0.5018799,-0.63001215,1
1.1139611,0.37591642,0.9946215,0
-0.20268059,-0.07849346,-1.3401593,1
1.4714853,1.9171406,0.387676,0
0.76452947,0.014139913,1.3677042,0
0.626949,1.0182283,1.142689,1
0.57214385,-1.3487598,-0.9726391,1
-1.6953161,0.39145708,-0.6409637,1
-0.6100109,0.13437808,1.2111506,1
-0.6348418,-1.535809,0.023428798,1
0.8317462,-2.5350726,-2.0461113,0
1.1752996,0.42444956,-0.23268402,0
-1.1163758,0.80183995,0.70334804,0
0.90712106,1.4096245,0.7291667,0
-0.23036194,-1.151483,-1.5811127,1
0.77055264,0.9433825,-0.8661747,0
0.84479797,1.6712105,1.2508193,0
0.0447129,1.107165,-0.96156263,0
-0.9450556,0.9963571,-1.4300483,0
1.3105917,-0.9059262,0.7525766,0
0.13681412,-0.8758465,-0.74392784,1
0.41784948,-0.5149723,-1.3713242,1
-1.2154106,0.9949333,2.1017697,1
-0.62005496,1.8374672,0.27848464,0
0.08123773,0.42865372,1.7674414,0
-1.7422676,0.9304532,0.9063847,0
0.90657395,-0.20545723,0.42190897,1
1.3307301,-0.9831247,0.4435309,0
0.918945,-0.0832535,-0.75454265,1
-0.8787978,-0.3510513,-0.27117625,0
-1.5506213,0.4935282,1.0766981,0
-0.5123911,-0.048479393,-0.095383435,1
-0.99531955,1.6030461,-1.1380503,0
1.764394,-0.1375253,0.17206284,0
1.3030378,0.46943152,0.59891856,0
0.82122934,-1.1089075,2.035271,0
-1.0011253,-0.03182698,0.75772506,1
0.07380992,-1.277562,-2.3388734,0
0.15268652,0.29468837,1.0587255,0
-1.9909247,-0.49671984,-0.35782257,1
0.7240372,-0.43409872,-2.2316318,0
1.0950217,-0.8862649,0.9325274,0
0.635787,-0.8161988,-1.2462003,0
0.22355121,0.20519397,0.4789939,0
1.4035625,2.1127117,0.4659599,1
1.6542339,-0.53079945,0.43950018,0
0.11428405,-0.45717764,-0.55425626,0
-1.7246758,-0.5230854,0.93208605,1
0.39812654,0.347526,0.74291325,0
-1.4198142,-0.24788311,1.157762,1
-1.5154927,0.99595463,-0.66667295,0
0.44363776,-1.6141547,-0.38164303,0
-1.0607518,-0.49702886,-0.48654196,0
-0.25938982,-0.12641275,-0.53854775,1
0.63502043,0.2311317,1.1557598,0
0.08704467,-1.4384818,-0.08710963,1
-0.27368122,0.5929887,0.77530664,0
0.6059401,-2.1412644,2.553939,0
0.9709857,0.27500874,1.4282026,0
1.0799599,1.1081169,0.055008233,0
0.2660061,-1.0477418,-0.64165354,0
-0.51936346,1.5049357,0.90280026,1
0.756041,0.21851775,0.90787274,0
-0.19062671,-0.45090795,-0.23547705,0
1.6195908,-0.9376543,1.0941591,0
-1.1289277,-0.015032455,-1.2405509,0
-0.031888157,-0.04680428,0.025294036,0
-0.37589797,0.83171153,-0.6889565,1
-0.17188859,0.6852286,-1.1735877,0
0.049608193,0.96229315,0.32409185,0
-0.077640444,0.7598359,0.24154443,0
-0.5213524,-0.14135331,-0.09286423,1
-1.7188473,0.78004587,0.06154464,0
0.5369405,-0.35004187,2.1415532,0
0.25714138,0.61073256,-2.0019767,0
2.0381742,-1.0435207,-0.88543737,0
-0.57266206,0.41375682,0.88313305,1
1.0954386,0.88092595,-0.35896027,0
1.7535411,-0.45702064,0.0022521615,0
0.3616561,-1.1647114,2.7417977,0
-0.11075661,1.413512,0.5381906,0
0.08029342,-1.3712521,-0.24904549,0
-0.1091547,0.5542804,1.6631457,1
2.0547163,-1.2914666,0.840986,1
0.42654347,-0.4039026,-0.5139554,0
-0.4257699,0.0748024,-0.9843926,0
-0.6200839,2.4114864,0.1017434,0
0.64762616,-0.17408913,1.2328779,0
0.28042784,-0.65683025,0.58600223,0
-1.5944786,-0.8099954,-0.0063729137,0
-1.0963964,-1.0243049,-0.18098286,0
-1.2252922,0.7251309,1.0455488,0
1.2442461,-0.008824043,-0.2580145,1
1.4041097,1.3828974,0.6734049,1
1.300862,-1.8372602,-0.6702181,1
0.6424773,0.7524349,0.8582134,0
1.8935512,2.3780508,-0.29177955,0
-0.5400723,0.7274822,1.210046,1
0.07451999,2.086734,-1.2099633,1
0.753582,-0.27264544,-1.0477307,1
0.15226112,1.3442062,1.6151154,0
-0.63256586,-0.1594386,-1.0365899,0
-0.7144068,0.86789536,-1.8260448,0
1.3757453,0.31562936,1.5754485,1
1.2872443,-0.510154,-0.4057712,0
0.66342306,-1.4206398,-0.93313754,0
-3.2986002,0.317373,-0.82564795,0
0.6656995,-0.71292114,2.085384,1
-0.31676278,-1.5295309,1.5955132,1
0.46775684,-0.5532242,0.097997606,0
0.73034346,-0.32958797,0.027767211,0
-0.35032254,2.2954686,1.673207,1
-1.283544,2.2102695,1.6922747,1
-1.0291598,-1.1340158,-0.327966,1
-3.3599694,-0.13656166,-1.3958058,1
-0.067243546,0.60176057,-1.21249,1
0.35444814,-1.0628507,0.34087422,0
-1.590505,-0.38078773,-0.70730674,0
-0.31681514,-1.1599292,-0.80976677,0
-0.1821847,0.84883475,2.3449552,0
2.0906224,-0.8108331,-1.7148094,0
0.0013928413,1.5268705,1.9729692,0
2.3754485,-0.8300352,1.2669764,0
-1.5117004,-0.44757244,-1.1283295,0
1.2260357,0.77265,-1.0396442,0
-1.0780059,0.59882486,-2.1672082,0
0.36055756,-2.1748884,1.37447,1
0.1051738,-0.32958758,-0.21870248,0
-0.5312854,2.313192,0.10075989,0
0.30419758,0.41712406,-0.86595875,0
-2.175702,-1.0643027,1.6724198,0
0.52398735,0.48452407,-0.44063106,0
1.7678648,-0.2749066,-0.53002614,0
2.2030578,1.8483796,-1.8385398,0
1.6273993,-0.09908366,-0.15920512,0
0.9366567,-1.2248547,0.4604989,1
-0.795995,0.08243477,0.015810415,0
-0.4593048,-0.30593753,-0.7377935,1
-0.68366015,1.1852936,0.6283938,1
0.590687,1.4616345,1.4363775,0
0.2396819,-0.9654319,-2.438257,0
-0.38757113,-0.7314666,1.5713487,0
1.0204396,-2.2023983,-1.0774709,1
-0.7641159,0.56112707,-0.5363199,0
-1.5664387,2.4595113,0.29451358,0
-0.15561438,0.5468291,0.57188565,0
1.5172939,0.9955746,0.1905722,0
-0.36596385,0.691869,-0.27973258,1
0.3644035,-2.050165,-1.1726819,1
1.5846726,-0.81582075,0.7275648,0
1.5458156,-0.0077206045,0.4816483,0
-0.13704553,0.7896878,0.059950233,0
-0.2735511,-0.18271622,1.1378019,0
0.6099055,-0.3201347,-0.44176102,1
1.0338708,-0.3568571,-1.4690784,1
1.3015709,-1.5516069,0.7946612,0
0.11943318,0.25187463,-1.4880891,0
-0.103434026,1.0868434,1.2760428,0
-0.9986527,0.13192368,-0.7480959,1
-0.3147144,1.6832656,-1.0343,0
-0.71255165,1.3864237,0.9207878,1
-0.15896925,-1.5842041,-1.1074429,0
-0.25443414,-2.142929,1.4154588,1
-0.96575034,0.11787872,0.38215652,0
-0.7463045,-1.4074423,1.2746719,0
-0.6740837,1.4181195,-0.74654174,0
1.9419516,0.23666835,-0.86299336,0
1.4973819,-0.043340117,-2.157135,0
1.6896425,-0.32979456,0.21284404,1
-0.027646303,0.5766643,-1.0602881,1
-1.6564456,-2.6155531,0.70839983,1
-0.37022957,-1.6711888,-0.9254888,1
-1.7277981,0.047840774,-0.7474949,1
-1.9081217,0.34835774,-0.6910727,0
0.66396105,0.1046595,-0.7425119,0
0.1054457,-1.0827496,-1.279914,1
1.2254598,-1.1738334,0.86239606,1
-0.3251207,-1.5297267,-0.7303837,0
0.47891676,2.325923,1.4648721,1
-1.6320522,0.29285973,0.35729852,0
0.19896767,0.680221,-0.7429509,1
-1.9449611,-1.7394859,-0.8100136,1
0.14570454,1.3084502,-0.36071712,1
1.5372741,0.26897013,1.3501896,0
1.2006991,-1.1876957,1.2573998,0
-1.0181199,-1.5640936,-0.13934588,0
-0.6343545,-1.4203249,0.6558316,0
1.1224091,0.44036442,1.8541505,0
0.3599822,0.31254476,0.6734719,0
-0.79934025,-2.3551857,1.1544247,1
1.9839946,-0.193277,0.3975098,1
0.41136163,-0.42097944,-0.6961517,0
-0.405838,-0.22451812,1.9188523,1
1.9322643,-0.5007018,0.39383033,0
-0.040538847,0.7048,0.49513328,0
-0.6141175,-0.13015357,2.6076682,0
1.2100588,-0.80864537,-1.5317695,1
1.7473252,0.66050106,1.338935,1
1.2468691,-0.856889,-0.3518354,1
-1.0842043,0.39344364,0.4538024,1
-1.9226782,-0.18690686,-0.8145475,0
-0.50994694,-0.39311188,-0.81715596,1
-0.10537347,-1.0877407,1.0859038,1
2.6971042,0.31317675,0.84839153,1
-0.1905771,0.71587324,-1.9800544,1
-0.71241456,-0.16236132,0.10782816,0
0.66417694,-1.1165833,-0.8033103,0
0.074611604,0.3571152,-0.07258889,0
