0,1,2,CreditCard
-0.8239501,-0.18208387,-0.5339003,0
-0.5528576,-0.5293911,1.4584926,0
-1.584,-0.2628438,-0.15384948,0
-0.2318945,-0.29235816,0.73003334,0
-0.3433102,-0.2574109,1.2951975,1
-0.86869293,-0.19943379,0.61808634,0
-0.9136896,1.5743603,-1.5154953,0
-0.47676307,1.4853688,-1.0542853,1
-1.1278933,0.27096176,0.45051312,0
-0.52497584,-0.54779404,0.22969699,0
-0.5994359,-0.009048644,1.7620335,0
-1.5360013,0.41346705,-0.09861371,0
-1.6119368,-0.35778117,-0.32229143,0
-1.4660289,-0.2783276,-1.5986938,0
0.66768575,0.6572237,-0.56489646,0
-1.1964996,0.8814795,0.7848593,1
-1.4827771,-0.2693385,-0.116515934,0
-2.1950042,-0.22928512,-0.23871696,0
0.005356524,0.9969738,-0.07579604,0
0.37409666,-2.3238437,0.9961632,1
0.16477877,0.41691473,-0.17020988,0
-1.6219469,0.37627086,0.35971597,0
0.21570347,-0.61050326,0.7481103,0
-1.1370811,-0.72975475,-0.059192568,0
0.546611,1.3036449,0.87266105,1
0.6312816,1.4259933,-0.16816428,0
-1.4866214,-1.6116463,1.24277,0
1.1573699,-0.15759136,-0.59667075,1
-1.1898508,-0.65119255,0.7197747,1
1.343418,0.78211325,-0.96030074,1
-1.9583763,1.4246961,1.6034842,0
1.307908,-0.82519627,0.5566227,0
1.4075284,-1.7802057,-0.12652075,0
-0.9172931,0.8282492,-0.7923087,0
0.23101133,-1.1236949,1.1652783,0
0.65222013,-0.51484334,0.99007463,0
0.27128726,0.041559476,1.5100338,1
-0.7281156,0.9255444,-0.8102009,0
1.0612838,-1.0391209,-1.5569512,0
0.7135752,-0.12823859,-0.011000076,0
0.61352634,-0.5015638,-0.55104744,0
-0.41055733,0.92432517,0.7189733,0
1.2521217,0.37406757,-0.17545056,0
0.8856717,-0.6368509,-0.15637645,0
1.5668591,-1.8380067,0.26440942,1
-0.37370735,2.4674015,-0.048577625,1
-0.477435,-0.007179374,-0.032028824,0
0.579116,1.2647675,-0.16311337,1
-0.79636216,1.7647946,1.2953876,1
0.16609983,0.4096644,-0.045347393,1
0.95444876,-2.0837505,0.95171535,0
-0.3193514,-0.99642664,-1.1746902,0
-0.09725079,1.1087502,1.6565303,0
-0.94878817,1.3470981,1.5883051,0
-0.86378145,1.6852621,-0.6431583,0
1.2476887,-2.760206,-1.0051199,0
-1.0623466,-1.2152458,-0.7458528,0
-0.6345754,0.33911455,1.0558252,0
-1.2725042,-0.72097695,0.9179343,0
-0.7988869,-0.8836503,0.06964305,0
-0.6100812,1.1495789,-1.4289418,0
-0.9546807,-1.7460171,0.86979944,0
-0.31870532,-1.0320678,0.20742257,0
-1.1327813,2.1556966,0.37354362,0
-0.29291356,-0.60973895,1.2099841,0
-0.8042712,0.24922214,2.6420193,1
0.82968193,-0.77253085,0.52777904,0
-0.51577723,0.42416203,0.46114144,0
-2.3699293,0.81257975,-1.1692691,1
0.10189034,-2.2657485,-0.1315498,0
0.36540687,-0.31917027,-0.94124913,1
-0.32594174,0.020129018,1.2310786,0
-0.71568894,0.7660879,1.4916893,1
-1.1137714,0.8756461,0.29005945,1
1.0048094,0.38043955,0.006218843,1
-0.51416206,0.39014924,1.8504021,1
0.056715965,-0.70048255,-1.6484935,0
0.93584704,-0.9992316,1.3809773,0
-0.45090836,-0.003856402,-0.1015929,0
-0.42568558,-0.24337922,0.022518218,0
-0.16564494,0.63260067,0.8595626,1
2.2664628,0.48744684,-0.43028823,0
-0.44670746,0.39500573,0.078062624,0
0.4882763,-1.6019402,-0.13650844,0
0.70519954,-0.07240517,-0.9518521,0
-0.39529943,1.4923285,-1.1634202,0
1.9050992,-0.31542566,-0.6877296,0
1.8914367,0.098424554,-1.1784023,0
-0.5839432,1.4535036,-1.5135226,0
1.0990642,-0.1326273,1.1253904,1
1.2581985,-0.67393196,1.7410468,0
0.16103575,0.22422214,1.2190993,0
-0.72488874,0.34991944,1.0237532,0
0.39245412,-0.71262896,-1.4076095,0
1.3046949,0.70377445,-1.9802058,0
1.6108439,-0.13580659,-0.16582106,0
0.121100865,-0.05112177,-1.391033,0
1.5715146,-0.32479486,0.037748523,0
-0.6934259,0.91278464,0.107638344,0
1.1797752,-0.8977207,-0.393584,0
-1.1789199,1.2621833,0.33646458,0
0.43511224,0.9687928,0.3484012,0
-1.336069,-0.24227685,-0.15952088,1
0.94514066,0.18420154,1.195638,0
-0.18389806,0.37039784,-0.34156257,1
-0.5290958,0.81190413,2.1695127,0
0.8161614,0.028049886,0.62463033,1
-0.6460507,0.22489192,-0.8154414,0
-1.5245844,-0.46847573,-1.129119,0
-1.0528643,1.466432,-2.2219577,0
-0.62561893,-1.7671018,0.36802304,0
1.6222458,0.8323922,-0.46047276,0
1.3196384,0.94177634,-0.090312965,0
0.9323145,0.04011678,-1.3817304,0
-0.5063158,0.9019391,-1.219919,0
-1.6689153,1.1211783,1.200031,0
0.94281507,0.2574401,-0.3712588,0
-0.40692884,1.452948,-1.0044705,0
-0.58747125,0.34175295,1.2033043,0
0.01459714,0.84589314,1.3198152,0
1.2908833,0.3309353,-0.4367385,0
0.36817825,-0.369132,-1.5842558,0
1.32027,0.6633214,-0.04572019,1
1.395764,-1.3666723,-0.2638566,0
-0.120744556,-0.6419469,-0.12837636,0
1.6342916,0.01953581,-0.14628708,0
-1.1482178,-0.71207714,0.5021627,1
-1.6989461,0.55825645,1.0197154,0
-0.21361901,0.961011,-0.6403086,0
1.3826293,-0.037479706,1.4433643,1
-0.25039107,-0.62518144,0.49751395,0
0.7230048,-1.1626009,0.44164518,1
-1.4997296,2.4661453,-1.1664678,0
1.6926934,1.4535316,0.70034117,0
0.52171135,0.8398215,0.16091673,0
0.4365312,-1.0854586,-0.8550799,1
-0.5508896,1.332245,0.09299419,0
0.46996242,-1.5316896,-1.3732239,0
1.6852286,0.61170745,-0.7670774,1
-0.4554565,0.37693876,-0.3495585,0
0.25287238,-0.6039371,1.803737,1
0.28110707,0.8383599,0.50199413,1
0.2397584,-0.31714353,1.2340705,1
1.138086,0.2873521,-1.2454766,1
-0.70578873,-0.26642326,1.2324488,0
-1.155865,1.4466497,1.9720275,1
-0.45802248,-1.334351,1.2256573,1
1.365266,0.060332447,-0.11200383,0
-0.52981687,0.52573234,-1.2415197,0
-0.46361166,-1.7992913,-1.281896,0
-0.19359402,0.76955515,-0.008439742,1
1.0395,-0.1503307,1.2611852,1
2.7101872,-1.3161548,-0.74913454,1
0.5153995,-1.2863549,0.323269,1
1.9373962,2.2514117,-0.06809852,0
0.40627658,-0.10662714,1.129558,0
0.35106382,2.9444108,-1.497272,1
-0.1148112,0.23567683,0.8048704,1
-2.497125,0.04216063,-1.2033938,1
-0.0555667,0.4225985,0.038677488,0
-0.87141746,0.34549427,1.1460164,0
-2.2217093,-1.2395216,1.2596017,0
-0.79901314,1.055568,0.6842637,0
1.3629459,-2.7140152,0.28664997,0
1.1309484,-0.3091316,0.12021014,0
0.61956114,-0.8055345,1.8089625,0
1.3045591,-1.2026402,0.6224963,0
0.059298765,-0.66591454,-0.18270296,1
-0.8060755,1.4193308,0.34204948,0
1.0777345,0.3704592,0.38803414,1
-1.005319,-0.97336596,-0.11613179,0
-1.8965267,-0.29497087,1.0959387,0
0.048148125,1.9339782,-1.5726564,0
0.26263225,1.1646874,-1.5682995,1
0.7977061,-0.8420348,1.3262062,0
1.5932223,0.083182484,-1.5264051,0
1.110494,0.2498095,-0.085969985,0
-0.16062513,-0.35401422,0.69042337,0
1.020942,-0.021327099,0.68462473,1
0.49793652,-0.54822624,-0.58774793,0
-0.77230936,1.456282,-0.82968616,0
0.26182717,-0.18973354,-0.81039023,0
1.4879177,-3.1750743,0.15029454,0
-0.57297677,0.52616197,0.124644116,0
0.36332673,1.5223316,-1.3991307,0
0.28842628,1.4706426,0.31889737,0
-0.32636762,3.0705712,-0.60362685,1
1.0676049,1.4735621,0.6207339,0
-0.26095173,0.32889253,-1.0386288,0
-1.1342541,-1.1944159,0.750034,0
-1.638498,-1.001788,-0.8521155,0
1.7921898,-0.21998458,-0.090444535,0
-1.4074479,0.9341907,-1.5448422,0
-1.3089714,0.37840044,0.53295666,1
1.8586545,0.9522728,-0.17624117,0
1.0476668,0.05582779,1.5311743,0
-1.3102208,0.78480744,0.30864227,1
0.88690877,0.36269382,1.6585562,0
0.26893488,1.6584197,-1.1791445,0
1.252724,-1.2864704,-0.40614113,1
0.14227355,0.30080992,1.2767037,1
0.7697109,0.873518,-1.7208295,1
-1.3576318,1.0569215,-1.4064034,0
1.1045359,-0.91656953,-0.10002711,0
-1.2804875,-2.3070915,-0.9181776,0
0.49491048,0.16337942,-1.8168256,1
-0.6098742,0.8127968,1.9838374,0
-0.6413273,-0.25389367,1.4661139,0
-0.114063315,-0.75410825,-1.0487696,1
0.049285576,0.404801,0.7417035,1
1.6946464,-0.5696747,-0.3839491,0
-0.4261785,0.33459353,-1.3503828,0
0.64899105,-0.25185317,-1.3253281,0
-0.9699556,0.5544573,-0.29218966,0
-0.58824646,0.33523726,0.16175221,0
0.72771454,-0.033257075,0.5816387,1
-0.49034125,-0.04425443,1.2251958,0
-0.809046,-1.197885,-0.66694176,0
-1.894877,-1.2382174,-0.19854316,0
1.1242406,-0.30703297,1.1268082,1
-0.086790025,-0.2434766,-1.1550618,1
-0.95496213,0.41822073,0.2928575,0
1.7843173,2.1066775,0.08145356,0
-0.97837514,0.84869134,-0.91328806,0
0.6557356,1.0621881,0.04803433,0
-0.8267602,-0.038304847,1.811851,1
0.72515017,0.04091308,2.451455,0
0.18149301,-0.69315416,-1.3467003,1
0.09772238,-0.72382873,1.6360966,1
0.63803935,1.5365913,-0.40343624,1
-0.1810838,0.05096018,-0.89240783,0
0.56004435,1.8759232,1.3056345,0
-0.41202587,0.33667713,-1.4215817,0
0.30712005,0.68553007,1.6981057,0
-0.48778027,0.39540005,-1.0480986,0
1.2823033,1.2766942,-0.24391761,0
0.10807215,1.8576757,-0.29312402,1
-0.74918795,1.4556692,1.8054565,0
-1.1997844,-1.2222959,0.65778065,1
-0.7306698,-0.46088597,1.1640671,0
-0.42827952,-0.68177944,1.2050308,0
1.5404217,0.41341949,0.024811149,1
1.0364902,0.42334777,-0.19962719,0
0.011618152,-0.7685011,1.81601,0
0.59652317,-0.12157554,0.32038066,0
0.3686155,0.07969542,-0.19109426,0
-1.0284182,1.0489451,-0.59352326,1
-1.2765281,-1.4856174,0.8447863,0
-1.7151852,-0.032040454,0.5987248,1
-1.6589699,-0.30949852,0.9441332,1
0.20418927,-1.5422152,-0.045551807,0
-0.8089151,-1.3748069,-0.41990456,0
-0.41424173,-0.32931602,-0.013435975,1
1.2232118,0.14166927,0.8981773,0
-0.50590074,0.9418943,-1.1120317,0
0.48333958,-0.91878754,0.91960335,1
0.5045583,0.5086764,-1.2187121,1
-0.5474862,0.061852776,-1.0633131,1
0.8707762,-0.19685544,0.6303167,0
0.5453898,1.4780108,1.2490548,0
-0.89016056,0.031149954,1.0881376,1
0.33621076,0.77699167,-1.5314373,0
0.580173,0.6665573,-0.1666789,1
-1.1616673,0.933204,0.5660566,1
0.8834751,0.68943167,-1.4259347,0
-1.3547747,0.62336403,0.7463265,0
1.1776415,0.77441245,-2.348209,0
1.2860533,-0.91175264,1.5427239,0
-0.77798814,0.3351079,1.8079268,0
0.7046929,-0.0028817188,0.6953389,0
1.5411179,-1.095207,-0.10168852,0
-1.117931,-1.5417299,0.5450133,0
-1.2327204,2.167884,1.1888233,1
-1.1601033,-0.2753213,-0.7674322,0
-0.0333305,-1.7585748,-0.86881125,1
0.24941534,0.6467817,-0.7475552,0
-1.1712837,0.40009946,1.2138622,0
-0.6428312,-0.92000604,-0.52139574,0
1.134802,0.30645025,-1.1390649,0
0.33246568,-0.61658216,-1.3670552,0
-1.87592,0.9238701,0.9738631,0
1.1110022,0.3935435,-0.56076396,1
1.0857925,0.32142442,-0.07088343,0
0.63531536,-0.7441811,0.80758375,0
0.034801364,-0.6537642,1.6630821,0
1.8865044,-1.7121638,-0.00011244416,0
-0.73093987,-0.67686737,0.20677425,0
0.5852244,0.26722652,0.6009157,1
-0.7824601,-0.103703216,-1.9701408,0
-0.8560782,-0.07526078,-0.88806343,1
-1.6500188,-0.28874025,-0.06301081,0
-1.6242456,0.91548777,0.9900135,0
-0.41972023,0.37726983,1.0849035,1
