0,1,2,CreditCard
0.3443745,-0.40524936,0.9292462,0
-2.134349,-1.419302,0.45046902,0
-1.5585297,-0.4684335,-0.9441714,0
-1.0331316,0.15291348,-0.17608695,0
-1.217576,-1.3371005,1.9719099,1
-0.14750272,-1.2880503,-1.6415905,0
0.69153345,0.07214689,-0.22519587,0
0.36848047,-0.37812835,-0.34207267,1
0.4622714,0.5099146,-0.33632523,0
0.49262577,-1.90521,-1.3466082,0
-0.7113687,1.0953448,-3.233234,0
0.5346778,2.2952044,-1.0208079,0
0.5468512,0.6985491,0.53232306,0
1.3499676,0.35654905,1.6540647,0
-2.0265844,-2.0786273,-0.74888724,0
-1.6901019,-1.2661167,0.928417,1
1.7344884,0.55576575,-0.15416643,0
1.1140294,0.85390574,-0.31781262,0
0.16479614,-0.14701225,-0.72948587,0
0.81700045,0.13265045,0.1341132,1
0.57502085,0.44412816,-0.6766178,0
0.08905029,-0.9706586,-1.3106912,0
0.50373244,-1.1624968,-0.4749747,0
0.952918,-0.70494187,-1.8083005,0
-2.234641,-1.491645,0.3074858,1
-1.705799,-0.56807435,-1.0627654,0
1.3136638,-0.65639776,-0.00431775,0
0.38646144,-0.4848686,-0.20706826,1
-0.12902644,1.3309344,0.42490143,1
1.0599378,0.728508,0.43061113,1
-1.7468503,-0.28844237,-0.9198858,0
-0.24625498,1.4149919,-0.1525905,0
0.31026196,2.2267134,1.7217865,0
-0.73305196,0.85233843,-0.8129676,0
0.5390388,0.2594804,0.114932954,0
0.5269721,-0.7541383,0.36438832,0
-0.068961754,0.4078395,0.48401934,1
-0.06488922,0.046440173,-0.68724036,0
-1.4479595,-0.18243493,0.059698176,0
0.6145152,1.0426195,1.0844706,0
1.1354523,3.3895571,1.4910663,0
0.82034594,-0.26167896,0.37354428,0
-0.8961053,0.4073876,-0.29124153,0
-1.0255537,1.013605,-2.5166402,0
-0.80997026,0.11591257,-1.4882407,1
0.7332349,1.8984673,0.96700513,1
0.84744024,0.6735738,-1.6842291,0
-0.6651249,0.07693633,2.161109,1
-1.6010636,0.103520155,-0.3886544,1
-0.4945189,0.5122057,-0.11356339,1
-0.57529646,1.7484301,0.98770005,0
-0.59438056,0.044456534,2.5077176,0
-0.3766143,0.37312987,0.57325774,0
-2.1973693,-1.4297159,1.3499418,0
-1.2108569,0.9525896,-1.4387624,0
-0.2175176,1.4706553,1.4695861,0
1.1060934,1.5058748,1.1746528,0
1.0954666,0.08152731,-0.085903406,0
0.820121,2.1207323,-1.410912,0
